@relation en_taro_adun

@attribute race {race:Zerg,race:Protoss,race:Terran}
@attribute status {status:Win,status:Loss}
@attribute user {http://kr.battle.net/sc2/en/profile/2343479/1/,http://eu.battle.net/sc2/en/profile/3538115/1/,http://eu.battle.net/sc2/en/profile/4064798/1/,http://kr.battle.net/sc2/en/profile/2343263/1/,http://kr.battle.net/sc2/en/profile/2333068/1/,http://kr.battle.net/sc2/en/profile/2341467/1/,http://kr.battle.net/sc2/en/profile/2343067/1/,http://eu.battle.net/sc2/en/profile/251061/1/,http://eu.battle.net/sc2/en/profile/4234852/1/,http://us.battle.net/sc2/en/profile/4417787/1/,http://eu.battle.net/sc2/en/profile/3973341/1/,http://kr.battle.net/sc2/en/profile/2348639/1/,http://eu.battle.net/sc2/en/profile/3010872/1/,http://kr.battle.net/sc2/en/profile/2342120/1/,http://kr.battle.net/sc2/en/profile/2343012/1/,http://eu.battle.net/sc2/en/profile/2896854/1/,http://kr.battle.net/sc2/en/profile/2342419/1/,http://us.battle.net/sc2/en/profile/3202227/1/,http://eu.battle.net/sc2/en/profile/3074362/1/,http://us.battle.net/sc2/en/profile/4665241/1/,http://eu.battle.net/sc2/en/profile/377576/1/,http://eu.battle.net/sc2/en/profile/2452136/1/,http://eu.battle.net/sc2/en/profile/3368730/1/,http://kr.battle.net/sc2/en/profile/2334376/1/,http://eu.battle.net/sc2/en/profile/250458/1/,http://kr.battle.net/sc2/en/profile/2344476/1/,http://kr.battle.net/sc2/en/profile/2342343/1/}
@attribute s NUMERIC
@attribute hotkey40 NUMERIC
@attribute hotkey30 NUMERIC
@attribute hotkey32 NUMERIC
@attribute hotkey42 NUMERIC
@attribute hotkey20 NUMERIC
@attribute hotkey10 NUMERIC
@attribute hotkey12 NUMERIC
@attribute hotkey22 NUMERIC
@attribute hotkey50 NUMERIC
@attribute hotkey52 NUMERIC
@attribute Base NUMERIC
@attribute hotkey80 NUMERIC
@attribute hotkey82 NUMERIC
@attribute hotkey60 NUMERIC
@attribute hotkey62 NUMERIC
@attribute hotkey70 NUMERIC
@attribute hotkey72 NUMERIC
@attribute SingleMineral NUMERIC
@attribute hotkey90 NUMERIC
@attribute hotkey00 NUMERIC
@attribute hotkey02 NUMERIC
@attribute hotkey01 NUMERIC
@attribute hotkey21 NUMERIC
@attribute hotkey11 NUMERIC
@attribute hotkey31 NUMERIC
@attribute hotkey92 NUMERIC
@attribute hotkey41 NUMERIC
@attribute hotkey51 NUMERIC
@attribute hotkey71 NUMERIC
@attribute hotkey61 NUMERIC
@attribute hotkey81 NUMERIC
@attribute hotkey91 NUMERIC
@attribute APM NUMERIC

@data
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2334376/1/,307.0,2.0,7.0,474.0,201.0,10.0,15.0,210.0,53.0,1.0,9.0,14.0,1.0,26.0,1.0,431.0,1.0,43.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.808306709
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,545.0,1.0,5.0,88.0,8.0,2.0,2.0,458.0,0.0,3.0,594.0,14.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.857142857
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,302.0,2.0,6.0,483.0,188.0,17.0,14.0,179.0,48.0,1.0,12.0,11.0,1.0,18.0,1.0,411.0,1.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.653979239
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,297.0,0.0,1.0,0.0,0.0,9.0,19.0,162.0,14.0,2.0,208.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.074074074
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,213.0,0.0,4.0,189.0,0.0,4.0,32.0,59.0,22.0,0.0,0.0,3.0,0.0,0.0,1.0,260.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.661538462
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,330.0,3.0,6.0,515.0,98.0,21.0,18.0,244.0,127.0,2.0,5.0,11.0,1.0,2.0,1.0,437.0,1.0,46.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.03722262
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,335.0,2.0,4.0,512.0,148.0,16.0,11.0,182.0,124.0,1.0,6.0,8.0,1.0,0.0,1.0,453.0,1.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.414620217
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,541.0,0.0,1.0,0.0,0.0,4.0,30.0,649.0,64.0,2.0,645.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.571428571
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,564.0,0.0,5.0,119.0,0.0,1.0,6.0,582.0,1.0,2.0,634.0,13.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.543091655
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,561.0,0.0,1.0,1.0,0.0,3.0,7.0,551.0,25.0,3.0,630.0,23.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.037267081
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,534.0,1.0,6.0,40.0,1.0,2.0,8.0,598.0,0.0,2.0,672.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,169.033018868
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,523.0,0.0,1.0,0.0,0.0,3.0,7.0,500.0,26.0,3.0,583.0,21.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.963425513
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,482.0,0.0,3.0,23.0,0.0,8.0,33.0,411.0,148.0,1.0,241.0,2.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.289719626
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,382.0,3.0,3.0,9.0,173.0,2.0,6.0,77.0,0.0,1.0,523.0,2.0,1.0,0.0,3.0,358.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.822306238
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,593.0,0.0,1.0,0.0,0.0,4.0,7.0,354.0,113.0,1.0,365.0,6.0,0.0,0.0,1.0,342.0,1.0,48.0,0.0,0.0,1.0,14.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.491108071
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,331.0,4.0,4.0,50.0,146.0,1.0,3.0,47.0,0.0,1.0,426.0,7.0,1.0,0.0,3.0,305.0,1.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,124.527162978
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2333068/1/,610.0,3.0,4.0,2.0,0.0,4.0,7.0,346.0,157.0,1.0,396.0,3.0,1.0,0.0,1.0,376.0,1.0,28.0,0.0,0.0,1.0,17.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.019475021
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,338.0,6.0,3.0,33.0,224.0,0.0,7.0,55.0,0.0,1.0,509.0,7.0,1.0,0.0,3.0,320.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.85840708
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,621.0,3.0,4.0,23.0,3.0,4.0,4.0,365.0,161.0,1.0,358.0,3.0,0.0,0.0,1.0,341.0,1.0,24.0,1.0,0.0,1.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.857805255
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2333068/1/,599.0,0.0,1.0,29.0,0.0,7.0,16.0,377.0,186.0,1.0,348.0,6.0,0.0,0.0,1.0,342.0,3.0,2.0,1.0,0.0,1.0,11.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.395894428
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2333068/1/,611.0,0.0,1.0,4.0,0.0,1.0,22.0,427.0,150.0,1.0,368.0,14.0,0.0,0.0,1.0,357.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.144736842
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,603.0,0.0,1.0,3.0,0.0,5.0,11.0,427.0,194.0,1.0,309.0,11.0,0.0,0.0,1.0,310.0,1.0,17.0,0.0,0.0,1.0,23.0,2.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.511811024
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,637.0,0.0,1.0,1.0,0.0,3.0,10.0,445.0,183.0,1.0,338.0,5.0,0.0,0.0,1.0,331.0,1.0,26.0,0.0,0.0,1.0,29.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.444354184
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,329.0,5.0,2.0,15.0,221.0,2.0,3.0,49.0,0.0,1.0,595.0,8.0,1.0,0.0,4.0,425.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.12244898
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,207.0,2.0,5.0,8.0,112.0,13.0,10.0,172.0,295.0,4.0,39.0,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5251798561
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,262.0,2.0,14.0,31.0,108.0,16.0,20.0,137.0,310.0,2.0,31.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,94.798206278
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,263.0,4.0,7.0,5.0,85.0,13.0,28.0,96.0,181.0,3.0,28.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.7632508834
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,188.0,3.0,6.0,15.0,69.0,23.0,14.0,125.0,230.0,2.0,26.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,83.4686346863
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,330.0,4.0,0.0,0.0,207.0,2.0,14.0,88.0,0.0,1.0,437.0,6.0,1.0,0.0,3.0,281.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.4622808745
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,346.0,4.0,4.0,56.0,202.0,1.0,5.0,63.0,0.0,1.0,515.0,8.0,1.0,0.0,3.0,336.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.3125
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,458.0,2.0,15.0,37.0,307.0,11.0,14.0,166.0,116.0,2.0,94.0,6.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,3.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,159.295436349
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,441.0,2.0,4.0,51.0,276.0,15.0,18.0,83.0,113.0,1.0,88.0,5.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,146.840775063
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,329.0,6.0,3.0,35.0,147.0,1.0,4.0,104.0,1.0,1.0,456.0,9.0,1.0,0.0,3.0,358.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,128.309705562
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,334.0,4.0,2.0,57.0,129.0,1.0,3.0,82.0,1.0,1.0,491.0,6.0,1.0,0.0,3.0,383.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,134.855643045
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,416.0,1.0,7.0,33.0,359.0,34.0,26.0,139.0,198.0,5.0,56.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,134.024096386
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,466.0,1.0,6.0,38.0,364.0,31.0,33.0,159.0,200.0,1.0,57.0,10.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,8.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,143.776908023
race:Protoss,status:Win,http://us.battle.net/sc2/en/profile/4665241/1/,190.0,10.0,6.0,12.0,49.0,43.0,2.0,915.0,525.0,3.0,8.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,309.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0
race:Protoss,status:Loss,http://us.battle.net/sc2/en/profile/4665241/1/,175.0,4.0,10.0,17.0,41.0,39.0,2.0,892.0,663.0,1.0,12.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,175.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,202.523659306
race:Protoss,status:Loss,http://us.battle.net/sc2/en/profile/4665241/1/,150.0,2.0,12.0,26.0,43.0,25.0,3.0,897.0,568.0,2.0,21.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,224.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,170.376862401
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343263/1/,211.0,5.0,52.0,238.0,171.0,6.0,1.0,324.0,112.0,1.0,67.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,136.089965398
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343263/1/,246.0,2.0,10.0,227.0,221.0,16.0,1.0,290.0,190.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,123.596403596
race:Protoss,status:Win,http://us.battle.net/sc2/en/profile/4665241/1/,122.0,1.0,10.0,45.0,37.0,23.0,2.0,822.0,538.0,2.0,27.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,207.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,182.103658537
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343263/1/,254.0,7.0,65.0,214.0,203.0,10.0,1.0,312.0,121.0,1.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,130.372340426
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342120/1/,488.0,1.0,1.0,151.0,482.0,4.0,2.0,84.0,183.0,1.0,38.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,151.127819549
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342120/1/,423.0,1.0,1.0,63.0,372.0,4.0,13.0,246.0,91.0,1.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,129.793814433
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343263/1/,202.0,2.0,34.0,257.0,158.0,8.0,1.0,292.0,129.0,1.0,70.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,138.176291793
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342120/1/,510.0,1.0,1.0,81.0,418.0,2.0,6.0,170.0,95.0,1.0,65.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,157.872340426
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343263/1/,273.0,2.0,67.0,284.0,147.0,10.0,1.0,420.0,160.0,1.0,80.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,130.602739726
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342120/1/,486.0,1.0,2.0,78.0,487.0,2.0,7.0,250.0,151.0,1.0,36.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,151.332877649
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343263/1/,269.0,5.0,65.0,192.0,127.0,10.0,1.0,302.0,73.0,2.0,71.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,118.445723684
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342120/1/,470.0,1.0,2.0,155.0,538.0,2.0,4.0,200.0,181.0,1.0,26.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,141.638141809
race:Protoss,status:Win,http://us.battle.net/sc2/en/profile/4665241/1/,216.0,4.0,13.0,25.0,25.0,42.0,2.0,706.0,468.0,2.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,121.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.822407628
race:Protoss,status:Win,http://us.battle.net/sc2/en/profile/4665241/1/,112.0,2.0,10.0,30.0,16.0,20.0,3.0,659.0,511.0,3.0,33.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.682577566
race:Protoss,status:Win,http://us.battle.net/sc2/en/profile/4665241/1/,104.0,3.0,7.0,43.0,38.0,22.0,1.0,533.0,325.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,137.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.601895735
