@relation en_taro_adun

@attribute race {race:Zerg,race:Protoss,race:Terran}
@attribute status {status:Win,status:Loss}
@attribute user {http://kr.battle.net/sc2/en/profile/2343479/1/,http://us.battle.net/sc2/en/profile/3985949/1/,http://eu.battle.net/sc2/en/profile/3538115/1/,http://eu.battle.net/sc2/en/profile/2101268/1/,http://kr.battle.net/sc2/en/profile/2344207/1/,http://eu.battle.net/sc2/en/profile/4064798/1/,http://kr.battle.net/sc2/en/profile/2343263/1/,http://kr.battle.net/sc2/en/profile/2333068/1/,http://kr.battle.net/sc2/en/profile/2343882/1/,http://us.battle.net/sc2/en/profile/4167590/1/,http://kr.battle.net/sc2/en/profile/2341467/1/,http://kr.battle.net/sc2/en/profile/2343067/1/,http://eu.battle.net/sc2/en/profile/251061/1/,http://eu.battle.net/sc2/en/profile/4234852/1/,http://us.battle.net/sc2/en/profile/4417787/1/,http://eu.battle.net/sc2/en/profile/3973341/1/,http://kr.battle.net/sc2/en/profile/2332264/1/,http://eu.battle.net/sc2/en/profile/884897/1/,http://kr.battle.net/sc2/en/profile/2343607/1/,http://kr.battle.net/sc2/en/profile/2342794/1/,http://kr.battle.net/sc2/en/profile/2343484/1/,http://eu.battle.net/sc2/en/profile/788178/1/,http://kr.battle.net/sc2/en/profile/2343240/1/,http://kr.battle.net/sc2/en/profile/2348639/1/,http://us.battle.net/sc2/en/profile/3301677/1/,http://kr.battle.net/sc2/en/profile/2341700/1/,http://eu.battle.net/sc2/en/profile/2222468/1/,http://eu.battle.net/sc2/en/profile/3010872/1/,http://kr.battle.net/sc2/en/profile/2344230/1/,http://kr.battle.net/sc2/en/profile/2342120/1/,http://kr.battle.net/sc2/en/profile/2344333/1/,http://kr.battle.net/sc2/en/profile/2343012/1/,http://eu.battle.net/sc2/en/profile/1143713/1/,http://us.battle.net/sc2/en/profile/3426440/1/,http://kr.battle.net/sc2/en/profile/2342766/1/,http://kr.battle.net/sc2/en/profile/2342147/1/,http://kr.battle.net/sc2/en/profile/2342419/1/,http://kr.battle.net/sc2/en/profile/2341492/1/,http://us.battle.net/sc2/en/profile/3202227/1/,http://kr.battle.net/sc2/en/profile/2344987/1/,http://eu.battle.net/sc2/en/profile/3074362/1/,http://us.battle.net/sc2/en/profile/4665241/1/,http://kr.battle.net/sc2/en/profile/2342269/1/,http://kr.battle.net/sc2/en/profile/1106851/2/,http://eu.battle.net/sc2/en/profile/377576/1/,http://eu.battle.net/sc2/en/profile/3401218/1/,http://eu.battle.net/sc2/en/profile/2452136/1/,http://eu.battle.net/sc2/en/profile/3368730/1/,http://kr.battle.net/sc2/en/profile/2334376/1/,http://eu.battle.net/sc2/en/profile/250458/1/,http://kr.battle.net/sc2/en/profile/2344476/1/,http://us.battle.net/sc2/en/profile/902213/1/,http://eu.battle.net/sc2/en/profile/2896854/1/,http://eu.battle.net/sc2/en/profile/1058669/1/,http://kr.battle.net/sc2/en/profile/2342343/1/}
@attribute s NUMERIC
@attribute hotkey40 NUMERIC
@attribute hotkey30 NUMERIC
@attribute hotkey32 NUMERIC
@attribute hotkey42 NUMERIC
@attribute hotkey20 NUMERIC
@attribute hotkey10 NUMERIC
@attribute hotkey12 NUMERIC
@attribute hotkey22 NUMERIC
@attribute hotkey50 NUMERIC
@attribute hotkey52 NUMERIC
@attribute Base NUMERIC
@attribute hotkey80 NUMERIC
@attribute hotkey82 NUMERIC
@attribute hotkey60 NUMERIC
@attribute hotkey62 NUMERIC
@attribute SingleMineral NUMERIC
@attribute hotkey90 NUMERIC
@attribute hotkey70 NUMERIC
@attribute hotkey00 NUMERIC
@attribute hotkey02 NUMERIC
@attribute hotkey01 NUMERIC
@attribute hotkey72 NUMERIC
@attribute hotkey11 NUMERIC
@attribute hotkey41 NUMERIC
@attribute hotkey21 NUMERIC
@attribute hotkey92 NUMERIC
@attribute hotkey31 NUMERIC
@attribute hotkey51 NUMERIC
@attribute hotkey71 NUMERIC
@attribute hotkey61 NUMERIC
@attribute hotkey81 NUMERIC
@attribute hotkey91 NUMERIC
@attribute APM NUMERIC

@data
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,273.0,0.0,2.0,10.0,0.0,2.0,2.0,267.0,1.0,2.0,285.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.574468085
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2334376/1/,203.0,1.0,3.0,280.0,16.0,5.0,10.0,87.0,11.0,0.0,0.0,7.0,0.0,0.0,1.0,357.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.808306709
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,285.0,0.0,2.0,0.0,0.0,2.0,2.0,250.0,0.0,2.0,261.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.857142857
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,214.0,1.0,3.0,299.0,9.0,14.0,10.0,64.0,14.0,0.0,0.0,5.0,0.0,0.0,1.0,360.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.653979239
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,283.0,0.0,1.0,0.0,0.0,9.0,14.0,138.0,14.0,2.0,182.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.074074074
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,201.0,0.0,4.0,182.0,0.0,4.0,28.0,53.0,22.0,0.0,0.0,3.0,0.0,0.0,1.0,257.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.661538462
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,168.0,3.0,3.0,91.0,6.0,1.0,11.0,334.0,358.0,2.0,0.0,18.0,1.0,0.0,2.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.065246338
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,181.0,2.0,4.0,95.0,5.0,2.0,6.0,418.0,517.0,3.0,2.0,23.0,1.0,0.0,2.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.517482517
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,199.0,0.0,5.0,267.0,0.0,10.0,12.0,106.0,20.0,0.0,0.0,5.0,0.0,0.0,1.0,340.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.03722262
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,219.0,0.0,4.0,276.0,0.0,9.0,8.0,109.0,48.0,0.0,0.0,5.0,0.0,0.0,1.0,335.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.414620217
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,309.0,0.0,1.0,0.0,0.0,1.0,11.0,341.0,0.0,1.0,351.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.571428571
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,296.0,0.0,2.0,3.0,0.0,1.0,2.0,305.0,1.0,2.0,295.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.543091655
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,264.0,0.0,1.0,1.0,0.0,3.0,3.0,188.0,25.0,3.0,220.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.037267081
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,314.0,0.0,1.0,0.0,0.0,2.0,2.0,283.0,0.0,2.0,300.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.033018868
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,184.0,2.0,2.0,72.0,6.0,3.0,10.0,436.0,572.0,3.0,2.0,25.0,1.0,0.0,2.0,0.0,42.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.192307692
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,261.0,0.0,1.0,0.0,0.0,3.0,2.0,186.0,26.0,3.0,243.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.963425513
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2341700/1/,105.0,1.0,1.0,93.0,208.0,0.0,2.0,88.0,0.0,1.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0593555681
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2341700/1/,96.0,1.0,1.0,129.0,216.0,0.0,2.0,72.0,0.0,1.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.881147541
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2341700/1/,79.0,1.0,2.0,103.0,161.0,1.0,7.0,64.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.9806763285
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,274.0,0.0,3.0,23.0,0.0,2.0,15.0,301.0,126.0,1.0,70.0,2.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.289719626
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,156.0,1.0,0.0,0.0,171.0,1.0,1.0,21.0,0.0,1.0,376.0,0.0,0.0,0.0,2.0,161.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.822306238
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,266.0,0.0,1.0,0.0,0.0,1.0,2.0,244.0,110.0,1.0,130.0,3.0,0.0,0.0,1.0,110.0,0.0,0.0,1.0,1.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.491108071
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,131.0,2.0,1.0,1.0,143.0,1.0,2.0,22.0,0.0,1.0,308.0,4.0,0.0,0.0,2.0,143.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.527162978
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2341700/1/,95.0,2.0,1.0,71.0,228.0,0.0,4.0,100.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.6842105263
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2333068/1/,300.0,0.0,1.0,2.0,0.0,1.0,2.0,302.0,143.0,1.0,103.0,2.0,0.0,0.0,1.0,96.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.019475021
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,130.0,2.0,0.0,0.0,211.0,0.0,3.0,25.0,0.0,1.0,374.0,3.0,0.0,0.0,2.0,141.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.85840708
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2341700/1/,115.0,3.0,1.0,83.0,207.0,0.0,3.0,58.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0338164251
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,305.0,0.0,1.0,23.0,0.0,1.0,3.0,313.0,152.0,1.0,94.0,2.0,0.0,0.0,1.0,81.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.857805255
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2341700/1/,118.0,2.0,1.0,107.0,191.0,0.0,3.0,58.0,0.0,1.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7331378299
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2333068/1/,272.0,0.0,1.0,29.0,0.0,1.0,4.0,282.0,134.0,1.0,92.0,3.0,0.0,0.0,1.0,86.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.395894428
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2333068/1/,282.0,0.0,1.0,4.0,0.0,1.0,2.0,281.0,150.0,1.0,93.0,5.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.144736842
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,301.0,0.0,1.0,3.0,0.0,2.0,2.0,292.0,151.0,1.0,113.0,4.0,0.0,0.0,1.0,119.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.511811024
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,303.0,0.0,1.0,1.0,0.0,1.0,4.0,338.0,175.0,1.0,82.0,2.0,0.0,0.0,1.0,85.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.444354184
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,111.0,2.0,0.0,0.0,214.0,1.0,1.0,17.0,0.0,1.0,432.0,4.0,0.0,0.0,2.0,207.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.12244898
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,137.0,1.0,2.0,3.0,57.0,2.0,9.0,111.0,219.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5251798561
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,137.0,1.0,2.0,13.0,55.0,1.0,11.0,113.0,234.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,94.798206278
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2344230/1/,236.0,2.0,1.0,347.0,15.0,7.0,5.0,3.0,179.0,1.0,28.0,5.0,2.0,1.0,1.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.68627451
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2344230/1/,234.0,2.0,1.0,417.0,26.0,5.0,7.0,22.0,222.0,1.0,13.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.778067885
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2344230/1/,292.0,2.0,1.0,439.0,28.0,7.0,8.0,23.0,197.0,1.0,33.0,2.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.021226415
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2344230/1/,208.0,3.0,1.0,399.0,22.0,4.0,4.0,63.0,213.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.99734748
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,191.0,2.0,0.0,0.0,37.0,5.0,26.0,45.0,122.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.7632508834
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,105.0,2.0,5.0,9.0,28.0,3.0,11.0,71.0,147.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.4686346863
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2344230/1/,238.0,3.0,1.0,403.0,22.0,6.0,9.0,44.0,166.0,1.0,29.0,4.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.146814404
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2344230/1/,238.0,2.0,3.0,395.0,13.0,5.0,12.0,164.0,74.0,2.0,29.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.542168675
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2344230/1/,287.0,2.0,1.0,367.0,18.0,5.0,8.0,82.0,107.0,2.0,26.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.014623172
