@relation en_taro_adun

@attribute race {race:Zerg,race:Protoss,race:Terran}
@attribute status {status:Win,status:Loss}
@attribute user {http://us.battle.net/sc2/en/profile/2553612/1/,http://eu.battle.net/sc2/en/profile/1139573/1/,http://eu.battle.net/sc2/en/profile/4064798/1/,http://eu.battle.net/sc2/en/profile/2115876/1/,http://kr.battle.net/sc2/en/profile/1126978/2/,http://eu.battle.net/sc2/en/profile/1021189/1/,http://us.battle.net/sc2/en/profile/5142993/1/,http://eu.battle.net/sc2/en/profile/4149248/1/,http://eu.battle.net/sc2/en/profile/3973341/1/,http://us.battle.net/sc2/en/profile/4176016/1/,http://us.battle.net/sc2/en/profile/5393959/1/,http://eu.battle.net/sc2/en/profile/315813/1/,http://us.battle.net/sc2/en/profile/5376901/1/,http://us.battle.net/sc2/en/profile/3085708/1/,http://kr.battle.net/sc2/en/profile/2343240/1/,http://kr.battle.net/sc2/en/profile/2344252/1/,http://kr.battle.net/sc2/en/profile/2344333/1/,http://kr.battle.net/sc2/en/profile/2341700/1/,http://eu.battle.net/sc2/en/profile/3010872/1/,http://us.battle.net/sc2/en/profile/3301677/1/,http://kr.battle.net/sc2/en/profile/2343012/1/,http://us.battle.net/sc2/en/profile/4819996/1/,http://kr.battle.net/sc2/en/profile/2333312/1/,http://eu.battle.net/sc2/en/profile/2222468/1/,http://eu.battle.net/sc2/en/profile/1143713/1/,http://eu.battle.net/sc2/en/profile/2452136/1/,http://us.battle.net/sc2/en/profile/902213/1/,http://eu.battle.net/sc2/en/profile/326029/1/,http://us.battle.net/sc2/en/profile/3650249/1/,http://kr.battle.net/sc2/en/profile/2343479/1/,http://kr.battle.net/sc2/en/profile/2344207/1/,http://eu.battle.net/sc2/en/profile/2383348/1/,http://eu.battle.net/sc2/en/profile/2526293/1/,http://kr.battle.net/sc2/en/profile/2342491/1/,http://us.battle.net/sc2/en/profile/4167590/1/,http://kr.battle.net/sc2/en/profile/2341467/1/,http://us.battle.net/sc2/en/profile/4174681/1/,http://kr.battle.net/sc2/en/profile/2342294/1/,http://kr.battle.net/sc2/en/profile/2343979/1/,http://us.battle.net/sc2/en/profile/3949344/1/,http://eu.battle.net/sc2/en/profile/950504/1/,http://eu.battle.net/sc2/en/profile/2898004/1/,http://kr.battle.net/sc2/en/profile/2343531/1/,http://kr.battle.net/sc2/en/profile/2343067/1/,http://kr.battle.net/sc2/en/profile/2342120/1/,http://eu.battle.net/sc2/en/profile/239335/1/,http://eu.battle.net/sc2/en/profile/3401218/1/,http://kr.battle.net/sc2/en/profile/2348639/1/,http://kr.battle.net/sc2/en/profile/2345126/1/,http://kr.battle.net/sc2/en/profile/2342785/1/,http://kr.battle.net/sc2/en/profile/2344230/1/,http://kr.battle.net/sc2/en/profile/2343484/1/,http://eu.battle.net/sc2/en/profile/2048063/1/,http://us.battle.net/sc2/en/profile/2575821/1/,http://us.battle.net/sc2/en/profile/3426440/1/,http://eu.battle.net/sc2/en/profile/2896854/1/,http://us.battle.net/sc2/en/profile/3202227/1/,http://eu.battle.net/sc2/en/profile/3074362/1/,http://kr.battle.net/sc2/en/profile/2342269/1/,http://us.battle.net/sc2/en/profile/2735594/1/,http://eu.battle.net/sc2/en/profile/3368730/1/,http://us.battle.net/sc2/en/profile/1317068/1/,http://kr.battle.net/sc2/en/profile/2342343/1/,http://eu.battle.net/sc2/en/profile/284466/1/,http://kr.battle.net/sc2/en/profile/2344602/1/,http://eu.battle.net/sc2/en/profile/1058669/1/,http://us.battle.net/sc2/en/profile/2537456/1/,http://kr.battle.net/sc2/en/profile/4324250/1/,http://eu.battle.net/sc2/en/profile/2101268/1/,http://eu.battle.net/sc2/en/profile/4341883/1/,http://eu.battle.net/sc2/en/profile/3090974/1/,http://us.battle.net/sc2/en/profile/4589387/1/,http://kr.battle.net/sc2/en/profile/2343910/1/,http://kr.battle.net/sc2/en/profile/2342983/1/,http://us.battle.net/sc2/en/profile/4417787/1/,http://us.battle.net/sc2/en/profile/3819890/1/,http://kr.battle.net/sc2/en/profile/2343607/1/,http://us.battle.net/sc2/en/profile/3948354/1/,http://kr.battle.net/sc2/en/profile/2340350/1/,http://us.battle.net/sc2/en/profile/3502513/1/,http://us.battle.net/sc2/en/profile/1640778/1/,http://kr.battle.net/sc2/en/profile/4529934/1/,http://kr.battle.net/sc2/en/profile/2344728/1/,http://kr.battle.net/sc2/en/profile/2240191/1/,http://kr.battle.net/sc2/en/profile/2342766/1/,http://us.battle.net/sc2/en/profile/3179642/1/,http://kr.battle.net/sc2/en/profile/2341765/1/,http://us.battle.net/sc2/en/profile/4665241/1/,http://us.battle.net/sc2/en/profile/2541852/1/,http://eu.battle.net/sc2/en/profile/377576/1/,http://kr.battle.net/sc2/en/profile/2344428/1/,http://kr.battle.net/sc2/en/profile/2334376/1/,http://kr.battle.net/sc2/en/profile/2342923/1/,http://kr.battle.net/sc2/en/profile/1178662/2/,http://kr.battle.net/sc2/en/profile/2333068/1/,http://kr.battle.net/sc2/en/profile/2343733/1/,http://kr.battle.net/sc2/en/profile/2341575/1/,http://kr.battle.net/sc2/en/profile/3488858/1/,http://us.battle.net/sc2/en/profile/3985949/1/,http://eu.battle.net/sc2/en/profile/3538115/1/,http://kr.battle.net/sc2/en/profile/2343263/1/,http://kr.battle.net/sc2/en/profile/2341466/1/,http://kr.battle.net/sc2/en/profile/2343882/1/,http://eu.battle.net/sc2/en/profile/251061/1/,http://eu.battle.net/sc2/en/profile/4234852/1/,http://eu.battle.net/sc2/en/profile/884897/1/,http://kr.battle.net/sc2/en/profile/2342794/1/,http://eu.battle.net/sc2/en/profile/788178/1/,http://kr.battle.net/sc2/en/profile/2332264/1/,http://kr.battle.net/sc2/en/profile/2344407/1/,http://kr.battle.net/sc2/en/profile/2342147/1/,http://kr.battle.net/sc2/en/profile/2343852/1/,http://us.battle.net/sc2/en/profile/558433/1/,http://us.battle.net/sc2/en/profile/4629528/1/,http://kr.battle.net/sc2/en/profile/2341492/1/,http://kr.battle.net/sc2/en/profile/2344987/1/,http://kr.battle.net/sc2/en/profile/2342419/1/,http://kr.battle.net/sc2/en/profile/1106851/2/,http://us.battle.net/sc2/en/profile/2133676/1/,http://eu.battle.net/sc2/en/profile/250458/1/,http://kr.battle.net/sc2/en/profile/2344476/1/,http://kr.battle.net/sc2/en/profile/2344285/1/}
@attribute s NUMERIC
@attribute hotkey40 NUMERIC
@attribute hotkey30 NUMERIC
@attribute hotkey32 NUMERIC
@attribute hotkey42 NUMERIC
@attribute hotkey20 NUMERIC
@attribute hotkey10 NUMERIC
@attribute hotkey12 NUMERIC
@attribute hotkey22 NUMERIC
@attribute hotkey50 NUMERIC
@attribute hotkey52 NUMERIC
@attribute Base NUMERIC
@attribute hotkey80 NUMERIC
@attribute hotkey82 NUMERIC
@attribute hotkey60 NUMERIC
@attribute hotkey62 NUMERIC
@attribute hotkey70 NUMERIC
@attribute hotkey72 NUMERIC
@attribute SingleMineral NUMERIC
@attribute hotkey90 NUMERIC
@attribute hotkey00 NUMERIC
@attribute hotkey02 NUMERIC
@attribute hotkey01 NUMERIC
@attribute hotkey21 NUMERIC
@attribute hotkey11 NUMERIC
@attribute hotkey31 NUMERIC
@attribute hotkey92 NUMERIC
@attribute hotkey41 NUMERIC
@attribute hotkey51 NUMERIC
@attribute hotkey71 NUMERIC
@attribute hotkey61 NUMERIC
@attribute hotkey81 NUMERIC
@attribute hotkey91 NUMERIC
@attribute APM NUMERIC

@data
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,5.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.818181818
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2342491/1/,302.0,10.0,2.0,379.0,348.0,22.0,21.0,191.0,132.0,5.0,228.0,13.0,0.0,0.0,1.0,3.0,3.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.920634921
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2343882/1/,381.0,1.0,1.0,72.0,260.0,47.0,1.0,572.0,393.0,2.0,239.0,29.0,3.0,3.0,1.0,98.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,167.735682819
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/2735594/1/,175.0,5.0,10.0,105.0,43.0,0.0,2.0,289.0,0.0,0.0,0.0,7.0,1.0,204.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,119.07079646
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,275.0,2.0,0.0,0.0,231.0,2.0,4.0,65.0,1.0,1.0,438.0,10.0,0.0,0.0,2.0,216.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.344370861
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/2735594/1/,192.0,5.0,12.0,182.0,70.0,0.0,3.0,427.0,0.0,0.0,0.0,9.0,2.0,285.0,0.0,0.0,1.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,111.614906832
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,347.0,6.0,3.0,60.0,286.0,3.0,6.0,37.0,0.0,3.0,483.0,5.0,1.0,0.0,3.0,215.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.366459627
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2342491/1/,345.0,6.0,2.0,409.0,354.0,19.0,19.0,222.0,91.0,4.0,277.0,23.0,1.0,0.0,1.0,2.0,2.0,63.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.569037657
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343882/1/,381.0,2.0,1.0,126.0,250.0,49.0,1.0,572.0,300.0,1.0,269.0,28.0,2.0,0.0,1.0,76.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.648083624
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343882/1/,389.0,1.0,8.0,59.0,304.0,40.0,1.0,674.0,321.0,1.0,228.0,35.0,2.0,7.0,1.0,121.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,182.756183746
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2342491/1/,282.0,7.0,2.0,392.0,355.0,15.0,11.0,181.0,196.0,4.0,225.0,20.0,1.0,0.0,1.0,0.0,2.0,61.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.226415094
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2343882/1/,349.0,3.0,1.0,18.0,299.0,47.0,1.0,447.0,428.0,1.0,64.0,47.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,162.371541502
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,693.0,0.0,4.0,18.0,0.0,3.0,27.0,330.0,34.0,3.0,375.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.657894737
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/2735594/1/,189.0,10.0,8.0,105.0,199.0,0.0,4.0,370.0,0.0,1.0,21.0,7.0,3.0,188.0,0.0,0.0,1.0,2.0,41.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,90.796460177
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,305.0,4.0,4.0,25.0,217.0,2.0,9.0,65.0,0.0,1.0,465.0,11.0,2.0,0.0,4.0,256.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.825757576
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,804.0,0.0,3.0,26.0,0.0,2.0,39.0,229.0,19.0,4.0,316.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343882/1/,334.0,1.0,2.0,90.0,315.0,33.0,1.0,595.0,361.0,2.0,136.0,99.0,3.0,8.0,1.0,42.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,168.563380282
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/5376901/1/,505.0,1.0,1.0,13.0,233.0,16.0,17.0,303.0,128.0,1.0,141.0,9.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,1.0,2.0,10.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,178.913207547
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/2537456/1/,357.0,1.0,1.0,2.0,346.0,0.0,10.0,281.0,478.0,0.0,77.0,15.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,4.0,13.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,154.298642534
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,804.0,1.0,2.0,11.0,2.0,2.0,28.0,254.0,66.0,4.0,315.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.757832345
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343882/1/,351.0,1.0,1.0,68.0,373.0,36.0,1.0,533.0,396.0,2.0,191.0,104.0,6.0,14.0,3.0,40.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,173.913778529
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2342491/1/,253.0,6.0,3.0,345.0,331.0,19.0,13.0,115.0,182.0,4.0,216.0,9.0,0.0,0.0,1.0,1.0,2.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.61003861
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2344602/1/,546.0,2.0,0.0,0.0,700.0,7.0,18.0,212.0,17.0,4.0,288.0,5.0,0.0,0.0,2.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.638297872
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/5376901/1/,531.0,1.0,1.0,20.0,250.0,10.0,11.0,281.0,162.0,1.0,147.0,14.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.179104478
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/2537456/1/,301.0,1.0,1.0,2.0,332.0,0.0,5.0,308.0,480.0,0.0,64.0,13.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,5.0,19.0,0.0,3.0,5.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,143.15632012
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2344602/1/,701.0,2.0,0.0,0.0,865.0,8.0,10.0,89.0,64.0,4.0,355.0,7.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.557107642
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2342491/1/,309.0,8.0,1.0,303.0,488.0,10.0,17.0,116.0,68.0,5.0,243.0,42.0,0.0,0.0,1.0,1.0,2.0,49.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,174.166666667
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2342491/1/,258.0,8.0,1.0,312.0,369.0,12.0,6.0,123.0,192.0,6.0,318.0,21.0,0.0,0.0,1.0,1.0,3.0,51.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,168.869836321
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,767.0,2.0,2.0,18.0,4.0,1.0,22.0,232.0,32.0,5.0,340.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.990654206
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/5376901/1/,562.0,1.0,1.0,35.0,242.0,14.0,6.0,198.0,114.0,1.0,165.0,11.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,0.0,2.0,20.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.324965132
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/2537456/1/,332.0,2.0,1.0,24.0,282.0,0.0,9.0,228.0,456.0,0.0,100.0,15.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,3.0,6.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,140.120930233
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2342491/1/,250.0,7.0,4.0,386.0,384.0,10.0,17.0,121.0,118.0,7.0,298.0,23.0,0.0,0.0,2.0,0.0,2.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.297551789
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,819.0,0.0,1.0,12.0,0.0,1.0,26.0,257.0,26.0,3.0,328.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.578947368
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/5376901/1/,549.0,1.0,1.0,33.0,265.0,8.0,6.0,194.0,215.0,1.0,165.0,17.0,0.0,0.0,1.0,14.0,0.0,0.0,1.0,0.0,2.0,20.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.88372093
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/2537456/1/,333.0,1.0,1.0,26.0,298.0,0.0,7.0,178.0,452.0,1.0,80.0,13.0,0.0,0.0,0.0,10.0,1.0,5.0,0.0,0.0,2.0,9.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,139.70074813
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,517.0,5.0,1.0,15.0,644.0,6.0,11.0,92.0,317.0,4.0,45.0,31.0,0.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.409292035
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343979/1/,453.0,1.0,2.0,82.0,286.0,5.0,42.0,222.0,125.0,1.0,306.0,13.0,0.0,0.0,1.0,82.0,1.0,3.0,0.0,0.0,4.0,237.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.367752623
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/2537456/1/,278.0,1.0,1.0,7.0,276.0,0.0,7.0,261.0,384.0,0.0,88.0,9.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,8.0,0.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,133.9
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/5376901/1/,556.0,1.0,1.0,27.0,234.0,25.0,6.0,215.0,159.0,1.0,138.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.7
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343979/1/,386.0,1.0,2.0,45.0,443.0,7.0,32.0,329.0,124.0,2.0,181.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,73.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.208333333
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,370.0,2.0,5.0,46.0,457.0,8.0,5.0,55.0,203.0,1.0,28.0,28.0,0.0,0.0,2.0,7.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.125874126
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343979/1/,301.0,1.0,1.0,53.0,777.0,5.0,31.0,567.0,216.0,2.0,121.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,82.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.836734694
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,611.0,2.0,1.0,3.0,652.0,10.0,17.0,94.0,337.0,3.0,41.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.162436548
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3502513/1/,380.0,4.0,2.0,41.0,709.0,23.0,1.0,585.0,203.0,3.0,86.0,25.0,1.0,0.0,3.0,55.0,1.0,4.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,164.113584037
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/2537456/1/,347.0,1.0,2.0,75.0,303.0,0.0,14.0,150.0,426.0,1.0,98.0,14.0,0.0,0.0,0.0,31.0,0.0,0.0,2.0,0.0,9.0,90.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,139.155794321
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/3502513/1/,244.0,4.0,3.0,39.0,454.0,9.0,1.0,391.0,193.0,3.0,57.0,18.0,1.0,0.0,2.0,2.0,1.0,6.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,196.5
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/2537456/1/,239.0,1.0,3.0,67.0,270.0,0.0,14.0,120.0,310.0,0.0,61.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,151.972789116
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2342923/1/,224.0,2.0,0.0,0.0,631.0,5.0,13.0,245.0,104.0,5.0,335.0,60.0,1.0,0.0,1.0,47.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.60918614
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343531/1/,451.0,5.0,9.0,68.0,72.0,14.0,12.0,115.0,158.0,1.0,137.0,9.0,0.0,0.0,2.0,79.0,1.0,93.0,0.0,0.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.552780016
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3502513/1/,358.0,7.0,3.0,292.0,527.0,10.0,1.0,575.0,205.0,4.0,84.0,16.0,2.0,2.0,2.0,31.0,1.0,15.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,184.93902439
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/2537456/1/,314.0,2.0,4.0,25.0,343.0,0.0,14.0,200.0,451.0,0.0,78.0,16.0,0.0,0.0,0.0,26.0,1.0,0.0,1.0,0.0,1.0,11.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,142.034587996
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2342923/1/,201.0,4.0,1.0,17.0,622.0,8.0,5.0,196.0,159.0,3.0,313.0,90.0,0.0,0.0,2.0,38.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.672354949
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343531/1/,495.0,7.0,8.0,57.0,89.0,8.0,6.0,120.0,105.0,1.0,183.0,21.0,0.0,0.0,2.0,99.0,1.0,85.0,1.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.165720772
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/1106851/2/,230.0,4.0,2.0,8.0,119.0,8.0,8.0,102.0,433.0,2.0,555.0,6.0,0.0,0.0,1.0,21.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.392324094
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2342923/1/,220.0,3.0,0.0,0.0,642.0,5.0,11.0,196.0,170.0,3.0,325.0,63.0,1.0,1.0,1.0,42.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.988826816
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343531/1/,455.0,7.0,5.0,81.0,140.0,8.0,3.0,113.0,106.0,1.0,229.0,13.0,1.0,1.0,1.0,115.0,1.0,98.0,0.0,1.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.074557316
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2342923/1/,171.0,1.0,0.0,0.0,503.0,5.0,18.0,236.0,113.0,4.0,352.0,10.0,1.0,9.0,2.0,26.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.634146341
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,509.0,1.0,2.0,17.0,638.0,16.0,13.0,146.0,341.0,3.0,33.0,5.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.941558442
