@relation en_taro_adun

@attribute race {race:Zerg,race:Protoss,race:Terran}
@attribute status {status:Win,status:Loss}
@attribute user {http://kr.battle.net/sc2/en/profile/2343479/1/,http://us.battle.net/sc2/en/profile/3985949/1/,http://eu.battle.net/sc2/en/profile/3538115/1/,http://eu.battle.net/sc2/en/profile/2101268/1/,http://kr.battle.net/sc2/en/profile/2344207/1/,http://eu.battle.net/sc2/en/profile/4064798/1/,http://kr.battle.net/sc2/en/profile/2343263/1/,http://kr.battle.net/sc2/en/profile/2333068/1/,http://kr.battle.net/sc2/en/profile/2343882/1/,http://us.battle.net/sc2/en/profile/4167590/1/,http://kr.battle.net/sc2/en/profile/2341467/1/,http://kr.battle.net/sc2/en/profile/2343067/1/,http://eu.battle.net/sc2/en/profile/251061/1/,http://eu.battle.net/sc2/en/profile/4234852/1/,http://us.battle.net/sc2/en/profile/4417787/1/,http://eu.battle.net/sc2/en/profile/3973341/1/,http://kr.battle.net/sc2/en/profile/2332264/1/,http://eu.battle.net/sc2/en/profile/884897/1/,http://kr.battle.net/sc2/en/profile/2343607/1/,http://kr.battle.net/sc2/en/profile/2342794/1/,http://kr.battle.net/sc2/en/profile/2343484/1/,http://eu.battle.net/sc2/en/profile/788178/1/,http://kr.battle.net/sc2/en/profile/2343240/1/,http://kr.battle.net/sc2/en/profile/2348639/1/,http://us.battle.net/sc2/en/profile/3301677/1/,http://kr.battle.net/sc2/en/profile/2341700/1/,http://eu.battle.net/sc2/en/profile/2222468/1/,http://eu.battle.net/sc2/en/profile/3010872/1/,http://kr.battle.net/sc2/en/profile/2344230/1/,http://kr.battle.net/sc2/en/profile/2342120/1/,http://kr.battle.net/sc2/en/profile/2344333/1/,http://kr.battle.net/sc2/en/profile/2343012/1/,http://eu.battle.net/sc2/en/profile/1143713/1/,http://us.battle.net/sc2/en/profile/3426440/1/,http://kr.battle.net/sc2/en/profile/2342766/1/,http://kr.battle.net/sc2/en/profile/2342147/1/,http://kr.battle.net/sc2/en/profile/2342419/1/,http://kr.battle.net/sc2/en/profile/2341492/1/,http://us.battle.net/sc2/en/profile/3202227/1/,http://kr.battle.net/sc2/en/profile/2344987/1/,http://eu.battle.net/sc2/en/profile/3074362/1/,http://us.battle.net/sc2/en/profile/4665241/1/,http://kr.battle.net/sc2/en/profile/2342269/1/,http://kr.battle.net/sc2/en/profile/1106851/2/,http://eu.battle.net/sc2/en/profile/377576/1/,http://eu.battle.net/sc2/en/profile/3401218/1/,http://eu.battle.net/sc2/en/profile/2452136/1/,http://eu.battle.net/sc2/en/profile/3368730/1/,http://kr.battle.net/sc2/en/profile/2334376/1/,http://eu.battle.net/sc2/en/profile/250458/1/,http://kr.battle.net/sc2/en/profile/2344476/1/,http://us.battle.net/sc2/en/profile/902213/1/,http://eu.battle.net/sc2/en/profile/2896854/1/,http://eu.battle.net/sc2/en/profile/1058669/1/,http://kr.battle.net/sc2/en/profile/2342343/1/}
@attribute s NUMERIC
@attribute hotkey40 NUMERIC
@attribute hotkey30 NUMERIC
@attribute hotkey32 NUMERIC
@attribute hotkey42 NUMERIC
@attribute hotkey20 NUMERIC
@attribute hotkey10 NUMERIC
@attribute hotkey12 NUMERIC
@attribute hotkey22 NUMERIC
@attribute hotkey50 NUMERIC
@attribute hotkey52 NUMERIC
@attribute Base NUMERIC
@attribute hotkey80 NUMERIC
@attribute hotkey82 NUMERIC
@attribute hotkey60 NUMERIC
@attribute hotkey62 NUMERIC
@attribute hotkey70 NUMERIC
@attribute hotkey72 NUMERIC
@attribute SingleMineral NUMERIC
@attribute hotkey90 NUMERIC
@attribute hotkey00 NUMERIC
@attribute hotkey02 NUMERIC
@attribute hotkey01 NUMERIC
@attribute hotkey21 NUMERIC
@attribute hotkey11 NUMERIC
@attribute hotkey31 NUMERIC
@attribute hotkey92 NUMERIC
@attribute hotkey41 NUMERIC
@attribute hotkey51 NUMERIC
@attribute hotkey71 NUMERIC
@attribute hotkey61 NUMERIC
@attribute hotkey81 NUMERIC
@attribute hotkey91 NUMERIC
@attribute APM NUMERIC

@data
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,548.0,1.0,3.0,105.0,0.0,2.0,6.0,450.0,1.0,3.0,548.0,19.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.574468085
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2334376/1/,307.0,2.0,7.0,474.0,201.0,10.0,15.0,210.0,53.0,1.0,9.0,14.0,1.0,26.0,1.0,431.0,1.0,43.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.808306709
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,545.0,1.0,5.0,88.0,8.0,2.0,2.0,458.0,0.0,3.0,594.0,14.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.857142857
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,302.0,2.0,6.0,483.0,188.0,17.0,14.0,179.0,48.0,1.0,12.0,11.0,1.0,18.0,1.0,411.0,1.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.653979239
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,297.0,0.0,1.0,0.0,0.0,9.0,19.0,162.0,14.0,2.0,208.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.074074074
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,213.0,0.0,4.0,189.0,0.0,4.0,32.0,59.0,22.0,0.0,0.0,3.0,0.0,0.0,1.0,260.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.661538462
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,324.0,8.0,4.0,194.0,63.0,4.0,23.0,505.0,458.0,2.0,38.0,29.0,2.0,0.0,4.0,31.0,3.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.065246338
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,322.0,4.0,7.0,250.0,69.0,2.0,11.0,541.0,547.0,3.0,78.0,33.0,3.0,4.0,4.0,20.0,2.0,2.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.517482517
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,330.0,3.0,6.0,515.0,98.0,21.0,18.0,244.0,127.0,2.0,5.0,11.0,1.0,2.0,1.0,437.0,1.0,46.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.03722262
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,335.0,2.0,4.0,512.0,148.0,16.0,11.0,182.0,124.0,1.0,6.0,8.0,1.0,0.0,1.0,453.0,1.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.414620217
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,541.0,0.0,1.0,0.0,0.0,4.0,30.0,649.0,64.0,2.0,645.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.571428571
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,564.0,0.0,5.0,119.0,0.0,1.0,6.0,582.0,1.0,2.0,634.0,13.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.543091655
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,561.0,0.0,1.0,1.0,0.0,3.0,7.0,551.0,25.0,3.0,630.0,23.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.037267081
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,534.0,1.0,6.0,40.0,1.0,2.0,8.0,598.0,0.0,2.0,672.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,169.033018868
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,343.0,4.0,3.0,262.0,199.0,6.0,20.0,494.0,597.0,3.0,82.0,38.0,2.0,1.0,4.0,16.0,3.0,6.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.192307692
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,523.0,0.0,1.0,0.0,0.0,3.0,7.0,500.0,26.0,3.0,583.0,21.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.963425513
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2341700/1/,204.0,3.0,1.0,204.0,244.0,1.0,11.0,142.0,6.0,2.0,144.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0593555681
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2341700/1/,205.0,2.0,3.0,154.0,255.0,0.0,6.0,137.0,0.0,1.0,70.0,14.0,1.0,0.0,1.0,37.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.881147541
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2341700/1/,221.0,2.0,2.0,118.0,200.0,2.0,17.0,111.0,1.0,1.0,23.0,14.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.9806763285
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,482.0,0.0,3.0,23.0,0.0,8.0,33.0,411.0,148.0,1.0,241.0,2.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.289719626
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,382.0,3.0,3.0,9.0,173.0,2.0,6.0,77.0,0.0,1.0,523.0,2.0,1.0,0.0,3.0,358.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.822306238
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,593.0,0.0,1.0,0.0,0.0,4.0,7.0,354.0,113.0,1.0,365.0,6.0,0.0,0.0,1.0,342.0,1.0,48.0,0.0,0.0,1.0,14.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.491108071
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,331.0,4.0,4.0,50.0,146.0,1.0,3.0,47.0,0.0,1.0,426.0,7.0,1.0,0.0,3.0,305.0,1.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,124.527162978
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2341700/1/,243.0,3.0,1.0,148.0,318.0,0.0,6.0,117.0,0.0,2.0,74.0,43.0,1.0,3.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.6842105263
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2333068/1/,610.0,3.0,4.0,2.0,0.0,4.0,7.0,346.0,157.0,1.0,396.0,3.0,1.0,0.0,1.0,376.0,1.0,28.0,0.0,0.0,1.0,17.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.019475021
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,338.0,6.0,3.0,33.0,224.0,0.0,7.0,55.0,0.0,1.0,509.0,7.0,1.0,0.0,3.0,320.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.85840708
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2341700/1/,211.0,3.0,1.0,108.0,262.0,0.0,8.0,108.0,0.0,2.0,87.0,44.0,1.0,1.0,1.0,76.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0338164251
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,621.0,3.0,4.0,23.0,3.0,4.0,4.0,365.0,161.0,1.0,358.0,3.0,0.0,0.0,1.0,341.0,1.0,24.0,1.0,0.0,1.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.857805255
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2341700/1/,240.0,3.0,1.0,140.0,242.0,2.0,12.0,120.0,3.0,1.0,92.0,25.0,1.0,0.0,1.0,49.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7331378299
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2333068/1/,599.0,0.0,1.0,29.0,0.0,7.0,16.0,377.0,186.0,1.0,348.0,6.0,0.0,0.0,1.0,342.0,3.0,2.0,1.0,0.0,1.0,11.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.395894428
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2333068/1/,611.0,0.0,1.0,4.0,0.0,1.0,22.0,427.0,150.0,1.0,368.0,14.0,0.0,0.0,1.0,357.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.144736842
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,603.0,0.0,1.0,3.0,0.0,5.0,11.0,427.0,194.0,1.0,309.0,11.0,0.0,0.0,1.0,310.0,1.0,17.0,0.0,0.0,1.0,23.0,2.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.511811024
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,637.0,0.0,1.0,1.0,0.0,3.0,10.0,445.0,183.0,1.0,338.0,5.0,0.0,0.0,1.0,331.0,1.0,26.0,0.0,0.0,1.0,29.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.444354184
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,329.0,5.0,2.0,15.0,221.0,2.0,3.0,49.0,0.0,1.0,595.0,8.0,1.0,0.0,4.0,425.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.12244898
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,207.0,2.0,5.0,8.0,112.0,13.0,10.0,172.0,295.0,4.0,39.0,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5251798561
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,262.0,2.0,14.0,31.0,108.0,16.0,20.0,137.0,310.0,2.0,31.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,94.798206278
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2344230/1/,324.0,4.0,1.0,681.0,106.0,10.0,12.0,141.0,388.0,3.0,44.0,7.0,3.0,5.0,3.0,24.0,2.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.68627451
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2344230/1/,303.0,4.0,1.0,753.0,85.0,7.0,18.0,255.0,345.0,3.0,42.0,5.0,2.0,10.0,2.0,24.0,2.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.778067885
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2344230/1/,422.0,5.0,1.0,848.0,47.0,11.0,14.0,308.0,320.0,3.0,58.0,4.0,2.0,9.0,1.0,17.0,3.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.021226415
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2344230/1/,352.0,8.0,1.0,752.0,62.0,7.0,10.0,284.0,281.0,5.0,44.0,5.0,3.0,8.0,2.0,6.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.99734748
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,263.0,4.0,7.0,5.0,85.0,13.0,28.0,96.0,181.0,3.0,28.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.7632508834
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,188.0,3.0,6.0,15.0,69.0,23.0,14.0,125.0,230.0,2.0,26.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,83.4686346863
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2344230/1/,319.0,9.0,1.0,752.0,66.0,11.0,18.0,374.0,226.0,2.0,70.0,11.0,2.0,8.0,3.0,10.0,1.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,187.146814404
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2344230/1/,243.0,2.0,3.0,457.0,13.0,5.0,15.0,227.0,74.0,2.0,33.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.542168675
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2344230/1/,385.0,6.0,1.0,787.0,34.0,10.0,17.0,405.0,210.0,2.0,70.0,3.0,3.0,5.0,3.0,8.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.014623172
